sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent;Utility;Disc. Util.;Perceived. Util.;User Bother;User Util.;Profile
0,002;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[SimilarityAgent@125];[0.9999995275621303];[0.9999995275621303];[0.0];[0.0];[0.9999995275621303];[Jobs_util8.xml]
;2;Session genius.core.session.Session@5347ca5a failed: Failed to execute protocol: null:[agents.FuzzyAgent];60rounds;No;;0;;;;;;[FuzzyAgent];[0.0];[0.0];;;;[Jobs_util8]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TimeDependentAgentBoulware@127];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,89666;0,89666;0,10334;0,10334;0,89666;[TimeDependentAgentConceder@128];[0.8966596329328552];[0.8966596329328552];[0.0];[0.0];[0.8966596329328552];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TimeDependentAgentHardliner@129];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,97294;0,97294;0,02706;0,02706;0,97294;[TimeDependentAgentLinear@130];[0.9729429243785584];[0.9729429243785584];[0.0];[0.0];[0.9729429243785584];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ImmediateAcceptor@131];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
;2;Session genius.core.session.Session@56e5c527 failed: Failed to execute protocol: There is no evaluator for issue 2:[agents.OptimalBidderSimple];60rounds;No;;0;;;;;;[OptimalBidderSimple];[0.0];[0.0];;;;[Jobs_util8]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[FunctionalAcceptor@133];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[BayesianAgent@134];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,002;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ABMPAgent2@135];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
